country,iso3c,year,status,instrument_name,instrument_type,source
Germany,DEU,2015,completed,"Good Growth Plan, 2015",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Germany,DEU,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Germany,DEU,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Djibouti,DJI,2012,Completed,Time-Use Supplement of the Djibouti Household Expenditure Survey 2012,Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Djibouti,DJI,2017,completed,Enquête Djiboutienne Auprès des Ménages pour les Indicateurs Sociaux 2017 - Données pour utilisation publique,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Djibouti,DJI,2017,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Djibouti,DJI,2020,completed,"COVID-19 National Panel Phone Survey - Wave 1, 2020",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Djibouti,DJI,2020,completed,"COVID-19 National Panel Phone Survey 2020, Wave 1",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Djibouti,DJI,2020,completed,"COVID-19 National Panel Phone Survey 2020, Wave 2",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Djibouti,DJI,2020,completed,"COVID-19 National Panel Phone Survey 2020, Wave 3",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Dominica,DMA,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Denmark,DNK,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Denmark,DNK,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Denmark,DNK,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Denmark,DNK,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Dominican Republic,DOM,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Dominican Republic,DOM,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Dominican Republic,DOM,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Dominican Republic,DOM,2019,Data processing / analysis,MICS,Household health survey,https://mics.unicef.org/surveys
Dominican Republic,DOM,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Algeria,DZA,2013,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Algeria,DZA,2017,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Algeria,DZA,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Algeria,DZA,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Ecuador,ECU,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Ecuador,ECU,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Egypt,EGY,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Egypt,EGY,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Egypt,EGY,2015,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Egypt,EGY,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Egypt,EGY,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Egypt,EGY,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Spain,ESP,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Spain,ESP,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Spain,ESP,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Spain,ESP,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Estonia,EST,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Estonia,EST,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Estonia,EST,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Estonia,EST,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Ethiopia,ETH,2011,completed,Rural Socioeconomic Survey 2011-2012,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ethiopia,ETH,2011,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Ethiopia,ETH,2012,completed,"Ethiopian Rural Socioeconomic Survey, 2011-2012.",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ethiopia,ETH,2012,Completed,"Ethiopian Time Use Survey 2012, Ethiopian Time Use Survey 2013",Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Ethiopia,ETH,2013,completed,Land and Soil Experimental Research 2013,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ethiopia,ETH,2013,completed,Land and Soil Experimental Research 2013,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ethiopia,ETH,2013,completed,Socioeconomic Survey 2013-2014,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ethiopia,ETH,2013,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Ethiopia,ETH,2013,Completed,"Ethiopian Time Use Survey 2012, Ethiopian Time Use Survey 2013",Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Ethiopia,ETH,2014,completed,Ethiopian Socioeconomic Survey 2013-2014,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ethiopia,ETH,2015,completed,"Socioeconomic Survey 2015-2016, Wave 3",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ethiopia,ETH,2016,completed,"Ethiopian Socio-economic Survey - Wave 3, 2015-2016",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ethiopia,ETH,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Ethiopia,ETH,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ethiopia,ETH,2018,completed,Socioeconomic Survey 2018-2019,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ethiopia,ETH,2019,completed,"Socioeconomic Survey, 2018-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ethiopia,ETH,2019,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Ethiopia,ETH,2020,completed,COVID-19 High Frequency Phone Survey of Households 2020,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ethiopia,ETH,2020,completed,COVID-19 High Frequency Phone Survey of Households 2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Finland,FIN,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Finland,FIN,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Finland,FIN,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Finland,FIN,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Fiji,FJI,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Fiji,FJI,2017,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Fiji,FJI,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Falkland Islands,FLK,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Falkland Islands,FLK,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
France,FRA,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
France,FRA,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
France,FRA,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
France,FRA,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
France,FRA,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
France,FRA,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
France,FRA,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Faroe Islands,FRO,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Faroe Islands,FRO,2013,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Micronesia (Federated States of),FSM,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Micronesia (Federated States of),FSM,2017,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Gabon,GAB,2010,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Gabon,GAB,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Gabon,GAB,2013,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Gabon,GAB,2019,Ongoing,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Gabon,GAB,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
United Kingdom,GBR,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
United Kingdom,GBR,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
United Kingdom,GBR,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
United Kingdom,GBR,2017,completed,"Good Growth Plan, 2015-2017",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
United Kingdom,GBR,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Georgia,GEO,2012,completed,Agribusiness Development 2008-2012,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Georgia,GEO,2014,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Georgia,GEO,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Georgia,GEO,2016,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Georgia,GEO,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Georgia,GEO,2020,completed,COVID-19 High Frequency Survey 2020-2021,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Georgia,GEO,2020,completed,"Covid-19 Monitor 2020, Waves 1-6",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Georgia,GEO,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Guernsey,GGY,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guernsey,GGY,2016,Completed,Other administrative records and related sources,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Ghana,GHA,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Ghana,GHA,2011,completed,Commercial Training 2008-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ghana,GHA,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Ghana,GHA,2014,completed,"Good Growth Plan, 2014",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ghana,GHA,2014,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Ghana,GHA,2015,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Ghana,GHA,2016,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Ghana,GHA,2017,completed,Living Standard Survey 2017,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Ghana,GHA,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ghana,GHA,2017,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Ghana,GHA,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Ghana,GHA,2019,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Ghana,GHA,2019,Completed,MIS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Gibraltar,GIB,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guinea,GIN,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Guinea,GIN,2014,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guinea,GIN,2016,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Guinea,GIN,2016,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Guinea,GIN,2017,completed,Livelihoods Programme Monitoring Beneficiary Survey in 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Guinea,GIN,2018,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Guinea,GIN,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Guinea,GIN,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Guadeloupe,GLP,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Guadeloupe,GLP,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guadeloupe,GLP,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Guadeloupe,GLP,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Gambia,GMB,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Gambia,GMB,2011,completed,Integrated Household Survey 2010-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Gambia,GMB,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Gambia,GMB,2013,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Gambia,GMB,2013,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Gambia,GMB,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Gambia,GMB,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Gambia,GMB,2019,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Guinea-Bissau,GNB,2010,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Guinea-Bissau,GNB,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Guinea-Bissau,GNB,2019,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Guinea-Bissau,GNB,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Equatorial Guinea,GNQ,2011,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Equatorial Guinea,GNQ,2015,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Equatorial Guinea,GNQ,2015,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Greece,GRC,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Greece,GRC,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Greece,GRC,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Grenada,GRD,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Grenada,GRD,2012,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Grenada,GRD,2015,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Greenland,GRL,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Greenland,GRL,2015,Completed,Other administrative records and related sources,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Guatemala,GTM,2015,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Guatemala,GTM,2018,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guatemala,GTM,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Guatemala,GTM,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
French Guiana,GUF,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
French Guiana,GUF,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
French Guiana,GUF,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Guam,GUM,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guam,GUM,2016,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Guam,GUM,2018,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Guam,GUM,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guyana,GUY,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Guyana,GUY,2012,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Guyana,GUY,2014,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Guyana,GUY,2018,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Guyana,GUY,2020,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Hong Kong SAR China,HKG,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Hong Kong SAR China,HKG,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Hong Kong SAR China,HKG,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Honduras,HND,2011,completed,Farmer Training and Development 2008-2011,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Honduras,HND,2011,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Honduras,HND,2011,Completed,Time-use Module in Permanent Multipurpose Household Survey 2011,Time Use Survey,https://unstats.un.org/unsd/gender/timeuse and manual ODW check of NSO websites
Honduras,HND,2013,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Honduras,HND,2017,completed,"Good Growth Plan, 2014-2017",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Honduras,HND,2019,Data processing / analysis,MICS,Household health survey,https://mics.unicef.org/surveys
Honduras,HND,2019,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Croatia,HRV,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Croatia,HRV,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Croatia,HRV,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Haiti,HTI,2010,Completed,Official estimate,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Haiti,HTI,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Haiti,HTI,2013,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Haiti,HTI,2016,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Hungary,HUN,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Hungary,HUN,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Hungary,HUN,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Hungary,HUN,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Hungary,HUN,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Indonesia,IDN,2010,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Indonesia,IDN,2012,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Indonesia,IDN,2012,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Indonesia,IDN,2013,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Indonesia,IDN,2017,Completed,OTH,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Indonesia,IDN,2017,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
Indonesia,IDN,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Indonesia,IDN,2020,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Indonesia,IDN,2020,completed,High-Frequency Monitoring of COVID-19 Impacts 2020,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Isle of Man,IMN,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Isle of Man,IMN,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
India,IND,2011,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
India,IND,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
India,IND,2012,Completed,Other household survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
India,IND,2013,completed,"Land and Livestock Holding Survey (Visit 1), 2013",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
India,IND,2013,completed,"Land and Livestock Holding Survey (Visit 2), 2013",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
India,IND,2013,completed,"Situation Assessment Survey (Visit 1), 2013",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
India,IND,2013,completed,"Situation Assessment Survey (Visit 2), 2013",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
India,IND,2015,Completed,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
India,IND,2016,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
India,IND,2019,completed,"Good Growth Plan, 2014-2019",Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
India,IND,2019,Ongoing,DHS,Household health survey,https://dhsprogram.com/Methodology/survey-search.cfm?pgtype=main&SrvyTp=year#
India,IND,2019,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
India,IND,2020,completed,COVID-19 Related Shocks Survey (CRSS) in Rural India 2020,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
India,IND,2020,completed,COVID-19 Related Shocks Survey in Rural India 2020,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
India,IND,2020,completed,"COVID-19 Related Shocks Survey in Rural India 2020, Round 1",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
India,IND,2020,completed,"COVID-19-Related Shocks in Rural India 2020, Round 2",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
India,IND,2020,completed,"COVID-19-Related Shocks in Rural India 2020, Rounds 1-3",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Ireland,IRL,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Ireland,IRL,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Ireland,IRL,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Ireland,IRL,2020,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Ireland,IRL,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Iran,IRN,2011,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Iran,IRN,2015,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
Iran,IRN,2016,Complete,Population Census,Census,https://unstats.un.org/unsd/demographic-social/census/censusdates/
Iran,IRN,2020,Completed,Labour force survey,Labor Force Survey,https://ilostat.ilo.org/data/national-sources-catalogue/
Iraq,IRQ,2011,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Iraq,IRQ,2012,completed,"Household Socio-Economic Survey 2012, Second Round",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Iraq,IRQ,2013,completed,Household Socio-Economic Survey 2012,Agricultural Survey/Census,https://microdata.fao.org/index.php/catalog
Iraq,IRQ,2017,completed,Rapid Welfare Monitoring Survey 2017,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Iraq,IRQ,2018,Completed,MICS,Household health survey,https://mics.unicef.org/surveys
Iraq,IRQ,2020,completed,"High Frequency Phone Survey 2020, Assessment of the Impact of COVID-19 on Firms",HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Iraq,IRQ,2020,completed,High Frequency Phone Survey 2020-2021,HIES,https://microdata.worldbank.org/index.php/catalog/lsms
Iceland,ISL,2010,completed,Agriculture Census,Agricultural Survey/Census,http://www.fao.org/world-census-agriculture/wcarounds/en/
