"","idno","formid","form_model","title","nation","year_start","year_end","repositoryid","created","changed","varcount","total_views","authoring_entity","total_downloads","rank","type","id","url","link_da","thumbnail","iso3c","status","source","study_type","meta_data_field","year"
"156","BGD_2020_CEPM_v01_M",5,"remote","COVID-19 Exposure and Protective Measures, 2020","Bangladesh",2020,2020,"central","2022-12-05T20:02:14+00:00","2022-12-05T20:02:14+00:00",0,0,"UNHCR, WHO, UN Global Pulse, UN OCHA, Durham University",0,1,"survey",10657,"https://catalog.ihsn.org/catalog/10657","https://microdata.unhcr.org/index.php/catalog/587",NA,"BGD","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"157","BOL_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Bolivia",2020,2020,"central","2021-10-14T18:13:04+00:00","2021-10-14T18:13:04+00:00",779,864,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",30,1,"survey",9627,"https://catalog.ihsn.org/catalog/9627",NA,NA,"BOL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"158","KHM_2020_HFPS-LSMS_v04_M",5,"remote","COVID-19 High Frequency Phone Survey of Households 2020-2022, CSES","Cambodia",2020,2022,"central","2021-03-22T20:04:24+00:00","2021-03-22T20:04:24+00:00",1732,2771,"World Bank Group",47,1,"survey",9581,"https://catalog.ihsn.org/catalog/9581",NA,NA,"KHM","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2020-2022"
"159","KHM_2020_HFPS-IDP_v04_M",5,"remote","COVID-19 High Frequency Phone Survey of Households 2020-2022","Cambodia",2020,2022,"central","2021-03-22T20:04:22+00:00","2021-03-22T20:04:22+00:00",1809,2563,"World Bank Group",49,1,"survey",9580,"https://catalog.ihsn.org/catalog/9580",NA,NA,"KHM","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2020-2022"
"160","CMR_2020_SEIC-JUN_v01_M",5,"remote","Assessment on the Socioeconomic Impact of COVID-19 on Refugees, IDPs and Host Communities - June 2020, Extreme North","Cameroon",2020,2020,"central","2022-12-05T20:02:24+00:00","2022-12-05T20:02:24+00:00",0,0,"UNHCR",0,1,"survey",10660,"https://catalog.ihsn.org/catalog/10660","https://microdata.unhcr.org/index.php/catalog/297",NA,"CMR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"161","CMR_2020_SEIC-MAY_v01_M",5,"remote","Assessment on the Socioeconomic Impact of COVID-19 on Central African Refugees - East (May 2020)","Cameroon",2020,2020,"central","2022-12-05T20:02:36+00:00","2022-12-05T20:02:36+00:00",0,0,"UNHCR",0,1,"survey",10662,"https://catalog.ihsn.org/catalog/10662","https://microdata.unhcr.org/index.php/catalog/379",NA,"CMR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"162","TCD_2020_HFPS_v03_M",5,"remote","COVID-19 High Frequency Phone Survey 2020","Chad",2020,2021,"central","2021-01-19T01:55:15+00:00","2022-05-25T17:43:09+00:00",1782,3232,"Institut National de la Statistique, des Etudes Economiques et Démographiques (INSEED)",79,1,"survey",9536,"https://catalog.ihsn.org/catalog/9536",NA,NA,"TCD","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2020/21"
"163","CHL_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Chile",2020,2020,"central","2021-10-14T18:13:16+00:00","2021-10-14T18:13:16+00:00",779,857,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",26,1,"survey",9632,"https://catalog.ihsn.org/catalog/9632",NA,NA,"CHL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"164","COL_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Colombia",2020,2020,"central","2021-10-14T18:13:25+00:00","2021-10-14T18:13:25+00:00",779,923,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",23,1,"survey",9636,"https://catalog.ihsn.org/catalog/9636",NA,NA,"COL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"165","CRI_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Costa Rica",2020,2020,"central","2021-10-14T18:14:07+00:00","2021-10-14T18:14:07+00:00",773,859,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",9,1,"survey",9661,"https://catalog.ihsn.org/catalog/9661",NA,NA,"CRI","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"166","CYP_2020_ES-COVID19-R2_v01_M",5,"remote","Enterprise Survey Follow-up on COVID-19 2020, Round 2","Cyprus",2020,2020,"central","2022-01-03T15:26:13+00:00","2022-01-03T18:14:40+00:00",122,105,"World Bank Group",7,1,"survey",9893,"https://catalog.ihsn.org/catalog/9893",NA,NA,"CYP","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"167","DJI_2020_CNPPS-W2_v01_M",5,"remote","COVID-19 National Panel Phone Survey 2020, Wave 2","Djibouti",2020,2020,"central","2021-03-22T20:04:03+00:00","2021-03-22T20:04:03+00:00",276,850,"Poverty and Equity GP",0,1,"survey",9574,"https://catalog.ihsn.org/catalog/9574",NA,NA,"DJI","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2020"
"168","DJI_2020_CNPPS-W3_v01_M",5,"remote","COVID-19 National Panel Phone Survey 2020, Wave 3","Djibouti",2020,2021,"central","2021-10-14T18:14:10+00:00","2021-10-14T18:14:10+00:00",274,457,"Poverty and Equity GP",0,1,"survey",9662,"https://catalog.ihsn.org/catalog/9662",NA,NA,"DJI","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"169","DJI_2020_CNPPS-W3-ECV_v01_M",5,"remote","COVID-19 National Panel Phone Survey 2020, Wave 3 - Refugee Sample","Djibouti",2020,2021,"central","2022-01-03T15:26:14+00:00","2022-01-03T18:14:44+00:00",275,390,"Poverty and Equity Global Practice",8,1,"survey",9894,"https://catalog.ihsn.org/catalog/9894",NA,NA,"DJI","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"170","DOM_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Dominican Republic",2020,2020,"central","2021-10-14T18:14:14+00:00","2021-10-14T18:14:14+00:00",779,858,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",0,1,"survey",9663,"https://catalog.ihsn.org/catalog/9663",NA,NA,"DOM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"171","ECU_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Ecuador",2020,2020,"central","2021-10-14T18:14:20+00:00","2021-10-14T18:14:20+00:00",945,1049,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",0,1,"survey",9665,"https://catalog.ihsn.org/catalog/9665",NA,NA,"ECU","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"172","ECU_2020_SLO-COVIDRS_v01_M",5,"remote","Showing Life Opportunities: Rapid COVID-19 Response Survey 2020","Ecuador",2020,2020,"central","2021-01-19T01:52:49+00:00","2021-01-19T01:52:49+00:00",318,596,"David McKenzie (World Bank)",20,1,"survey",9468,"https://catalog.ihsn.org/catalog/9468",NA,NA,"ECU","Completed","https://catalog.ihsn.org/catalog","Sample survey data [ssd]","Data Kind","2020"
"173","SLV_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","El Salvador",2020,2020,"central","2021-10-14T18:43:07+00:00","2021-10-14T18:43:07+00:00",779,1576,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",71,1,"survey",9781,"https://catalog.ihsn.org/catalog/9781",NA,NA,"SLV","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"174","ETH_2020_HFPSR_v01_M",5,"remote","Monitoring COVID-19 Impact on Refugees in Ethiopia: High-Frequency Phone Survey of Refugees 2020","Ethiopia",2020,2020,"central","2022-09-07T14:37:56+00:00","2022-09-07T14:37:56+00:00",0,0,"World Bank-UNHCR Joint Data Center on Forced Displacement (JDC)",0,1,"survey",10379,"https://catalog.ihsn.org/catalog/10379","https://microdata.worldbank.org/index.php/catalog/4543",NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"175","GEO_2020-2022_HFS_v07_M",5,"remote","COVID-19 High Frequency Survey 2020-2022","Georgia",2020,2022,"central","2021-03-22T20:03:41+00:00","2023-02-08T21:22:55+00:00",923,1683,"Caucasus Research Resource Centers (CRRC)",153,1,"survey",9560,"https://catalog.ihsn.org/catalog/9560","https://microdata.worldbank.org/index.php/catalog/3837",NA,"GEO","Completed","https://catalog.ihsn.org/catalog","Socio-Economic/Monitoring Survey [hh/sems]","Study Type","2020-2022"
"176","GEO_2020_ES-COVID19-R2_v01_M",5,"remote","Enterprise Survey Follow-up on COVID-19 2020, Round 2","Georgia",2020,2020,"central","2022-05-11T13:51:51+00:00","2022-05-11T13:51:51+00:00",124,113,"World Bank Group",12,1,"survey",10262,"https://catalog.ihsn.org/catalog/10262",NA,NA,"GEO","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"177","GTM_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Guatemala",2020,2020,"central","2021-10-14T18:15:23+00:00","2021-10-14T18:15:23+00:00",767,879,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",24,1,"survey",9690,"https://catalog.ihsn.org/catalog/9690",NA,NA,"GTM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"178","GTM_2020_ES-COVID19-R2_v01_M",5,"remote","Enterprise Survey Follow-up on COVID-19 2020, Round 2","Guatemala",2020,2021,"central","2022-05-11T13:52:07+00:00","2022-05-11T13:52:07+00:00",174,62,"World Bank Group",15,1,"survey",10266,"https://catalog.ihsn.org/catalog/10266",NA,NA,"GTM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"179","HND_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Honduras",2020,2020,"central","2021-10-14T18:15:29+00:00","2021-10-14T18:15:29+00:00",776,893,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",18,1,"survey",9692,"https://catalog.ihsn.org/catalog/9692",NA,NA,"HND","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"180","IND_2020_COVIDRS-R2_v01_M",5,"remote","COVID-19-Related Shocks in Rural India 2020, Round 2","India",2020,2020,"central","2021-01-19T01:53:03+00:00","2021-01-19T01:53:03+00:00",569,1078,"World Bank",42,1,"survey",9473,"https://catalog.ihsn.org/catalog/9473",NA,NA,"IND","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2020"
"181","IRQ_2020_HFPS-F_v01_M",5,"remote","High Frequency Phone Survey 2020, Assessment of the Impact of COVID-19 on Firms","Iraq",2020,2020,"central","2021-10-14T18:15:43+00:00","2021-10-14T18:15:43+00:00",141,274,"Dalal Moosa, Vanessa Moreira",15,1,"survey",9696,"https://catalog.ihsn.org/catalog/9696",NA,NA,"IRQ","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"182","IRQ_2020_PMC_v01_M",5,"remote","Protection Monitoring of Refugees in Response to COVID-19, 2020","Iraq",2020,2020,"central","2023-02-06T21:03:04+00:00","2023-02-06T21:03:04+00:00",0,0,"UNHCR",0,1,"survey",11138,"https://catalog.ihsn.org/catalog/11138","https://microdata.unhcr.org/index.php/catalog/774",NA,"IRQ","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"183","ITA_2020_ES-COVID19-R2_v01_M",5,"remote","Enterprise Survey Follow-up on COVID-19 2020, Round 2","Italy",2020,2020,"central","2022-05-11T14:07:32+00:00","2022-05-11T14:07:32+00:00",122,122,"World Bank Group",17,1,"survey",10278,"https://catalog.ihsn.org/catalog/10278",NA,NA,"ITA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"184","JOR_2020_ES-COVID19-R2_v01_M",5,"remote","Enterprise Survey Follow-up on COVID-19 2020, Round 2","Jordan",2020,2021,"central","2022-05-11T14:11:55+00:00","2022-05-11T14:11:55+00:00",127,75,"World Bank Group",9,1,"survey",10281,"https://catalog.ihsn.org/catalog/10281",NA,NA,"JOR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"185","KEN_2020_COVID-SEIR_v01_M",5,"remote","Socio-Economic Impact of COVID-19 on Refugees - Panel Study","Kenya",2020,2020,"central","2021-10-14T18:16:11+00:00","2021-10-14T18:16:11+00:00",4184,3934,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9711,"https://catalog.ihsn.org/catalog/9711",NA,NA,"KEN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"186","KEN_2020_COVID-SEIR-W3_v01_M",5,"remote","Socio-Economic Impact of COVID-19 on Refugees 2020, Round 3","Kenya",2020,2020,"central","2022-06-01T13:04:19+00:00","2022-06-01T13:04:19+00:00",1648,1593,"UN Refugee Agency (UNHCR)",3,1,"survey",10313,"https://catalog.ihsn.org/catalog/10313",NA,NA,"KEN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"187","KEN_2020_COVID-SEIR-W2_v01_M",5,"remote","Socio-Economic Impact of COVID-19 on Refugees - Round 2, 2020","Kenya",2020,2020,"central","2021-10-14T18:16:07+00:00","2021-10-14T18:16:07+00:00",1371,1584,"United Nations High Commissioner for Refugees (UNHCR)",1,1,"survey",9710,"https://catalog.ihsn.org/catalog/9710",NA,NA,"KEN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"188","KEN_2020-2021_HSNP3IE_v01_M",5,"remote","Evaluation of the Hunger Safety Net Programme Phase 3: COVID-19 Cash Transfer 2020-2021","Kenya",2020,2021,"central","2022-09-07T14:41:11+00:00","2022-09-07T14:41:11+00:00",0,0,"Oxford Policy Management Limited",0,1,"survey",10385,"https://catalog.ihsn.org/catalog/10385","https://microdata.worldbank.org/index.php/catalog/4210",NA,"KEN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"189","MYS_2020_PDM-CBI-SEP_v01_M",5,"remote","Post-Distribution Monitoring of COVID-19 Cash-Based Intervention, September 2020","Malaysia",2020,2021,"central","2022-12-22T21:56:59+00:00","2022-12-22T21:56:59+00:00",0,0,"UN Refugee Agency (UNHCR)",0,1,"survey",10761,"https://catalog.ihsn.org/catalog/10761","https://microdata.unhcr.org/index.php/catalog/520",NA,"MYS","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"190","MLI_2020_HFPS_v05_M",5,"remote","COVID-19 Panel Phone Survey of Households 2020","Mali",2020,2020,"central","2021-01-16T02:18:00+00:00","2021-01-16T02:18:00+00:00",1362,3803,"Institut National de la Statistique (INSTAT)",311,1,"survey",8519,"https://catalog.ihsn.org/catalog/8519",NA,NA,"MLI","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2020"
"191","MRT_2020_SEA_v01_M",5,"remote","Survey on the Impact of COVID-19 on the Socio-Economic and Protection Situation of Refugees in the Mbera Refugee Camp, July 2020","Mauritania",2020,2020,"central","2021-10-14T18:18:21+00:00","2021-10-14T18:18:21+00:00",277,103,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9747,"https://catalog.ihsn.org/catalog/9747",NA,NA,"MRT","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"192","MEX_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Mexico",2020,2020,"central","2021-10-14T18:17:46+00:00","2021-10-14T18:17:46+00:00",779,904,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",11,1,"survey",9736,"https://catalog.ihsn.org/catalog/9736",NA,NA,"MEX","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"193","MMR_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Survey 2020-2021","Myanmar",2020,2021,"central","2021-10-14T18:18:05+00:00","2021-10-14T18:18:05+00:00",2088,2222,"World Bank",50,1,"survey",9740,"https://catalog.ihsn.org/catalog/9740",NA,NA,"MMR","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"194","NGA_2020_SEA_v01_M",5,"remote","Socio-Economic Impact Assessment of COVID-19 Pandemic Among Persons of Concern, July 2020","Nigeria",2020,2020,"central","2021-10-14T18:18:59+00:00","2021-10-14T18:18:59+00:00",136,160,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9762,"https://catalog.ihsn.org/catalog/9762",NA,NA,"NGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"195","PRY_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Paraguay",2020,2020,"central","2021-10-14T18:34:23+00:00","2021-10-14T18:34:23+00:00",776,889,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",19,1,"survey",9771,"https://catalog.ihsn.org/catalog/9771",NA,NA,"PRY","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"196","PER_2020_HFPS_v01_M",5,"remote","COVID-19 High Frequency Phone Surveys 2020","Peru",2020,2020,"central","2021-10-14T18:19:12+00:00","2021-10-14T18:19:12+00:00",779,895,"Sergio Olivieri, Gabriel Lara Ibarra, Jose Antonio Cuesta Leiva",23,1,"survey",9766,"https://catalog.ihsn.org/catalog/9766",NA,NA,"PER","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"197","PHL_2020-2021_HFPS_v01_M",5,"remote","COVID-19 Households Survey 2020-2021","Philippines",2020,2021,"central","2022-05-11T14:35:14+00:00","2022-05-11T14:35:14+00:00",824,1088,"World Bank",34,1,"survey",10300,"https://catalog.ihsn.org/catalog/10300",NA,NA,"PHL","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"198","STP_2020_CHMS_v02_M",5,"remote","COVID-19 Household Monitoring Survey 2020","São Tomé and Principe",2020,2021,"central","2021-10-14T18:43:19+00:00","2021-10-14T18:43:19+00:00",435,657,"National Statistics Institute (INE)",47,1,"survey",9788,"https://catalog.ihsn.org/catalog/9788",NA,NA,"STP","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"199","SOM_2020_HFPS_v02_M",5,"remote","COVID-19 Somali High-Frequency Phone Survey 2020-2021","Somalia",2020,2021,"central","2022-01-03T15:26:43+00:00","2022-09-07T18:26:27+00:00",1251,815,"Wendy Karamba, World Bank",11,1,"survey",9906,"https://catalog.ihsn.org/catalog/9906","http://microdata.worldbank.org/index.php/catalog/4077",NA,"SOM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"200","SOM_2020_MS-COVID19-R2_v01_M",5,"remote","Micro-Enterprise Survey Follow-up on COVID-19 2020, Round 2","Somalia",2020,2021,"central","2022-01-03T15:26:46+00:00","2022-01-03T18:30:10+00:00",91,90,"World Bank Group",7,1,"survey",9908,"https://catalog.ihsn.org/catalog/9908",NA,NA,"SOM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"201","SOM_2020_ES-COVID19-R2_v01_M",5,"remote","Enterprise Survey Follow-up on COVID-19 2020, Round 2","Somalia",2020,2021,"central","2022-01-03T15:26:42+00:00","2022-01-03T18:26:49+00:00",98,88,"World Bank Group",5,1,"survey",9905,"https://catalog.ihsn.org/catalog/9905",NA,NA,"SOM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"202","SDN_2020-2022_HFPS_v01_M",5,"remote","High Frequency Phone Survey COVID-19, 2020-2022","Sudan",2020,2022,"central","2022-12-05T19:24:13+00:00","2022-12-05T19:24:13+00:00",2833,2002,"The World Bank",14,1,"survey",10640,"https://catalog.ihsn.org/catalog/10640","https://microdata.worldbank.org/index.php/catalog/4552",NA,"SDN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020-2022"
"203","VNM_2020_HFPS-R3_v01_M",5,"remote","COVID-19 High Frequency Phone Survey of Households 2020, Round 3","Vietnam",2020,2020,"central","2021-10-14T18:44:20+00:00","2021-10-14T18:44:20+00:00",131,360,"World Bank",7,1,"survey",9814,"https://catalog.ihsn.org/catalog/9814",NA,NA,"VNM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"204","VNM_2020_HFPS-R2_v01_M",5,"remote","COVID-19 High Frequency Phone Survey of Households 2020, Round 2","Vietnam",2020,2020,"central","2021-10-14T18:44:19+00:00","2021-10-14T18:44:19+00:00",119,331,"World Bank",7,1,"survey",9813,"https://catalog.ihsn.org/catalog/9813",NA,NA,"VNM","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"205","ZMB_2020_COVID-IARL_v01_M",5,"remote","COVID-19 Impact Assessment on Refugee Livelihoods: Multistakeholder Rapid Assessment - 2020","Zambia",2020,2020,"central","2021-10-14T18:45:34+00:00","2021-10-14T18:45:34+00:00",59,243,"UNHCR",0,1,"survey",9865,"https://catalog.ihsn.org/catalog/9865",NA,NA,"ZMB","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"206","ZMB_2020_ES-COVID19-R2_v01_M",5,"remote","Enterprise Survey Follow-up on COVID-19 2020, Round 2","Zambia",2020,2021,"central","2022-01-03T15:27:44+00:00","2022-01-03T16:33:05+00:00",128,94,"World Bank Group",6,1,"survey",9940,"https://catalog.ihsn.org/catalog/9940",NA,NA,"ZMB","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"207","ZWE_2020_IAFLL-COVID19_v01_M",5,"remote","COVID-19 Impact on Food Security, Livelihoods and Local Markets (Jul - Sep 2020)","Zimbabwe",2020,2021,"central","2022-06-01T13:04:52+00:00","2022-06-01T13:04:52+00:00",69,50,"UN Refugee Agency (UNHCR)",3,1,"survey",10316,"https://catalog.ihsn.org/catalog/10316",NA,NA,"ZWE","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"208","MWI_2020_HFPS_v01_M_v01_A_COVID",5,"remote","High-Frequency Phone Survey on COVID-19 - World Bank LSMS Harmonized Dataset","Malawi",2019,2021,"central","2022-01-03T15:26:36+00:00","2022-01-03T18:20:48+00:00",310,414,"Malawi National Statistical Office (NSO)",5,1,"survey",9901,"https://catalog.ihsn.org/catalog/9901",NA,NA,"MWI","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2019-2021"
"209","UGA_2020_HFPS_v01_M_v01_A_COVID",5,"remote","High-Frequency Phone Survey on COVID-19 2020-2021 - World Bank LSMS Harmonized Dataset","Uganda",2019,2021,"central","2022-01-03T15:27:01+00:00","2022-01-03T15:27:01+00:00",226,325,"Uganda Bureau of Statistics (UBOS)",4,1,"survey",9912,"https://catalog.ihsn.org/catalog/9912",NA,NA,"UGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2019-2021"
"210","ETH_2020_HFPS_v01_M_v01_A_COVID",5,"remote","COVID-19 High Frequency Phone Survey of Households 2020 - World Bank LSMS Harmonized Dataset","Ethiopia",2018,2021,"central","2022-01-03T15:26:20+00:00","2022-01-03T18:15:01+00:00",308,402,"Central Statistics Agency of Ethiopia",5,1,"survey",9897,"https://catalog.ihsn.org/catalog/9897",NA,NA,"ETH","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2018-2021"
"211","NGA_2020_NLPS_v01_M_v02_A_COVID",5,"remote","COVID-19 National Longitudinal Phone Survey 2020 – World Bank LSMS Harmonized Dataset","Nigeria",2018,2021,"central","2021-03-22T20:04:16+00:00","2021-03-22T20:04:16+00:00",319,1022,"National Bureau of Statistics (NBS)",1,1,"survey",9578,"https://catalog.ihsn.org/catalog/9578",NA,NA,"NGA","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2018-2021"
"212","ZAF_2021_QLFS-Q2_v01_M",5,"remote","Quarterly Labour Force Survey 2021, Quarter 2","South Africa",2021,2021,"central","2022-01-03T15:27:38+00:00","2022-01-03T16:43:59+00:00",161,270,"Statistics South Africa",12,1,"survey",9938,"https://catalog.ihsn.org/catalog/9938",NA,NA,"ZAF","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"213","UGA_2021_PDM-NFI-Q2_v01_M",5,"remote","Post Distribution Monitoring of Non-Food Items - Menstrual Hygiene Management Kits 2021, Quarter 2","Uganda",2021,2021,"central","2022-03-31T20:17:54+00:00","2022-04-13T15:27:59+00:00",78,273,"UN Refugee Agency (UNHCR)",8,1,"survey",10201,"https://catalog.ihsn.org/catalog/10201",NA,NA,"UGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"214","UGA_2021_PDM-Soap-Q2_v01_M",5,"remote","Post-Distribution Monitoring of Non-Food Items, Soap 2021, Quarter 2","Uganda",2021,2021,"central","2022-04-13T13:57:16+00:00","2022-04-13T14:07:53+00:00",45,105,"UN Refugee Agency (UNHCR)",6,1,"survey",10209,"https://catalog.ihsn.org/catalog/10209",NA,NA,"UGA","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2021"
"215","ZAF_2020_QLFS-Q2_v01_M",5,"remote","Quarterly Labour Force Survey 2020, Quarter 2","South Africa",2020,2020,"central","2021-01-19T01:55:17+00:00","2021-01-19T01:55:17+00:00",161,578,"Statistics South Africa",40,1,"survey",9538,"https://catalog.ihsn.org/catalog/9538",NA,NA,"ZAF","Completed","https://catalog.ihsn.org/catalog","Labor Force Survey [hh/lfs]","Study Type","2020"
"216","ZAF_2020_NIDS-CRAM-W2_v02_M",5,"remote","National Income Dynamics Study - Coronavirus Rapid Mobile Survey 2020, Wave 2","South Africa",2020,2020,"central","2021-01-16T02:18:26+00:00","2021-01-16T02:18:26+00:00",211,344,"Nic Spaull, Ronelle Burger, Rulof Burger, David Carel, Reza Daniels, Nwabisa Makaluza, Dorrit Posel, Vimal Ranchhod, Servaas van der Berg, Gabrielle Wills",35,1,"survey",8530,"https://catalog.ihsn.org/catalog/8530",NA,NA,"ZAF","Completed","https://catalog.ihsn.org/catalog","Other Household Survey [hh/oth]","Study Type","2020"
"217","ECU_2020_SLO-E2_v01_M",6,"data_na","Showing Life Opportunities 2020, Data from Experiment 2: Highlands Educational Regime (Régimen Sierra-Amazonía)","Ecuador",2020,2021,"central","2021-10-14T18:14:26+00:00","2021-10-14T18:14:26+00:00",1138,1184,"David McKenzie, Igor Asanov, Francisco Flores, Thomas Astebro, Mona Mensmann, Bruno Crepon, Guido Buenstorf, Mathis Schulte",11,1,"survey",9667,"https://catalog.ihsn.org/catalog/9667",NA,NA,"ECU","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020/21"
"218","LBN_2020_MEED-W2_v01_M",5,"remote","Phone Survey - Monitoring of the Effects of the Economic Deterioration on Syrian Refugee Households Wave 2, 2020","Lebanon",2020,2020,"central","2021-10-14T18:16:50+00:00","2021-10-14T18:16:50+00:00",80,98,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9726,"https://catalog.ihsn.org/catalog/9726",NA,NA,"LBN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
"219","LBN_2020_MEED-W2-RON_v01_M",5,"remote","Monitoring of the Effects of Economic Deterioration on Non-Syrian Refugee Households Wave 2, 2020","Lebanon",2020,2020,"central","2021-10-14T18:16:49+00:00","2021-10-14T18:16:49+00:00",80,92,"United Nations High Commissioner for Refugees (UNHCR)",0,1,"survey",9725,"https://catalog.ihsn.org/catalog/9725",NA,NA,"LBN","Completed","https://catalog.ihsn.org/catalog",NA,NA,"2020"
