"","country","iso3c","year","status","instrument_name","instrument_type","source","census_round"
"392","Aruba","ABW",2014,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"393","Australia","AUS",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"394","Azerbaijan","AZE",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"395","Bahamas","BHS",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"396","Bahrain","BHR",2015,"Completed","Official estimate","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"397","Bangladesh","BGD",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"398","Barbados","BRB",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"399","Belarus","BLR",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"400","Belarus","BLR",2015,"Completed","Official estimate","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"401","Belgium","BEL",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"402","Belize","BLZ",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"403","Bermuda","BMU",2014,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"404","Bhutan","BTN",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"405","Bolivia","BOL",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"406","Bosnia and Herzegovina","BIH",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"407","Botswana","BWA",2013,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"408","Botswana","BWA",2020,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"409","Brazil","BRA",2022,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"410","Brazil","BRA",2021,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"411","Brunei Darussalam","BRN",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"412","Burkina Faso","BFA",2015,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"413","Burkina Faso","BFA",2019,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"414","Cabo Verde","CPV",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"415","Cambodia","KHM",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"416","Cameroon","CMR",2014,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"417","Cayman Islands","CYM",2015,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"418","Chile","CHL",2021,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"419","China","CHN",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"420","China","CHN",2019,"Completed","Official estimate","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"421","Colombia","COL",2013,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"422","Comoros","COM",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"423","Congo","COG",2022,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"424","Cook Islands","COK",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"425","Costa Rica","CRI",2022,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"426","Cuba","CUB",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"427","Curaçao","CUW",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"428","Côte d'Ivoire","CIV",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"429","Djibouti","DJI",2017,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"430","Dominican Republic","DOM",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"431","Egypt","EGY",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"432","El Salvador","SLV",2022,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"433","Eswatini","SWZ",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"434","Ethiopia","ETH",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"435","Faeroe Islands","FRO",2013,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"436","Fiji","FJI",2016,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"437","French Guiana","GUF",2016,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"438","Gambia","GMB",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"439","Georgia","GEO",2016,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"440","Georgia","GEO",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"441","Germany","DEU",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"442","Ghana","GHA",2015,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"443","Greenland","GRL",2015,"Completed","Other administrative records and related sources","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"444","Grenada","GRD",2015,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"445","Guadeloupe","GLP",2016,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"446","Guam","GUM",2016,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"447","Guatemala","GTM",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"448","Guernsey","GGY",2016,"Completed","Other administrative records and related sources","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"449","Guinea","GIN",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"450","Guyana","GUY",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"451","Guyana","GUY",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"452","Honduras","HND",2020,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"453","Hong Kong, China","HKG",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"454","India","IND",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"455","Indonesia","IDN",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"456","Iran, Islamic Republic of","IRN",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"457","Iraq","IRQ",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"458","Ireland","IRL",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"459","Israel","ISR",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"460","Jamaica","JAM",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"461","Jamaica","JAM",2015,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"462","Jordan","JOR",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"463","Jordan","JOR",2015,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"464","Kazakhstan","KAZ",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"465","Korea, Republic of","KOR",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"466","Kosovo","XKX",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"467","Kuwait","KWT",2016,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"468","Kuwait","KWT",2017,"Completed","Official estimate","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"469","Kyrgyzstan","KGZ",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"470","Lao People's Democratic Republic","LAO",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"471","Lebanon","LBN",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"472","Lesotho","LSO",2013,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"473","Liberia","LBR",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"474","Liberia","LBR",2014,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"475","Liechtenstein","LIE",2017,"Completed","Population register","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"476","Lithuania","LTU",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"477","Luxembourg","LUX",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"478","Macau, China","MAC",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"479","Madagascar","MDG",2015,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"480","Madagascar","MDG",2018,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"481","Malawi","MWI",2013,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"482","Malawi","MWI",2014,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"483","Malaysia","MYS",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"484","Mali","MLI",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"485","Martinique","MTQ",2016,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"486","Mauritania","MRT",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"487","Mauritius","MUS",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"488","Moldova, Republic of","MDA",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"489","Moldova, Republic of","MDA",2013,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"490","Mongolia","MNG",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"491","Montenegro","MNE",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"492","Montserrat","MSR",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"493","Morocco","MAR",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"494","Myanmar","MMR",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"495","Namibia","NAM",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"496","Nepal","NPL",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"497","Netherlands","NLD",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"498","Netherlands Antilles","ANT",2013,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"499","New Caledonia","NCL",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"500","Nicaragua","NIC",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"501","Niger","NER",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"502","Nigeria","NGA",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"503","North Macedonia","MKD",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"504","Occupied Palestinian Territory","PSE",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"505","Occupied Palestinian Territory","PSE",2015,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"506","Oman","OMN",2022,"Completed","Official estimate","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"507","Pakistan","PAK",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"508","Panama","PAN",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"509","Panama","PAN",2022,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"510","Paraguay","PRY",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"511","Paraguay","PRY",2022,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"512","Peru","PER",2022,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"513","Philippines","PHL",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"514","Portugal","PRT",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"515","Puerto Rico","PRI",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"516","Qatar","QAT",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"517","Romania","ROU",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"518","Russian Federation","RUS",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"519","Russian Federation","RUS",2015,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"520","Rwanda","RWA",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"521","Réunion","REU",2016,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"522","Saint Lucia","LCA",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"523","Samoa","WSM",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"524","San Marino","SMR",2022,"Completed","Official estimate","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"525","Saudi Arabia","SAU",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"526","Senegal","SEN",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"527","Serbia","SRB",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"528","Seychelles","SYC",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"529","Sierra Leone","SLE",2014,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"530","Singapore","SGP",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"531","Somalia","SOM",2019,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"532","South Africa","ZAF",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"533","Sri Lanka","LKA",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"534","Suriname","SUR",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"535","Taiwan, China","TWN",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"536","Tajikistan","TJK",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"537","Tanzania, United Republic of","TZA",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"538","Tanzania, United Republic of","TZA",2013,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"539","Thailand","THA",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"540","Thailand","THA",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"541","Timor-Leste","TLS",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"542","Togo","TGO",2017,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"543","Togo","TGO",2014,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"544","Tonga","TON",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"545","Trinidad and Tobago","TTO",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"546","Tunisia","TUN",2020,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"547","Tunisia","TUN",2014,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"548","Tunisia","TUN",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"549","Türkiye","TUR",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"550","Uganda","UGA",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"551","Uganda","UGA",2015,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"552","Ukraine","UKR",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"553","Ukraine","UKR",2015,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"554","United Arab Emirates","ARE",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"555","United Kingdom","GBR",2018,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"556","Uruguay","URY",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"557","Uzbekistan","UZB",2020,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"558","Uzbekistan","UZB",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"559","Venezuela, Bolivarian Republic of","VEN",2020,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"560","Viet Nam","VNM",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"561","Viet Nam","VNM",2015,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"562","Yemen","YEM",2014,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"563","Zambia","ZMB",2021,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"564","Zambia","ZMB",2014,"Completed","Other household survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"565","Zimbabwe","ZWE",2022,"Completed","Labour force survey","Labor Force Survey","https://ilostat.ilo.org/data/national-sources-catalogue/",NA
"566","Algeria","DZA",2022,"completed","Good Growth Plan, 2022","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"567","Algeria","DZA",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"568","Argentina","ARG",2019,"completed","Pastoralists-driven Data Management System in Argentina, 2018-2019.","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"569","Argentina","ARG",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"570","Armenia","ARM",2018,"completed","Integrated Living Conditions Survey 2018","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"571","Armenia","ARM",2017,"completed","Integrated Living Conditions Survey 2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"572","Armenia","ARM",2016,"completed","Integrated Living Conditions Survey 2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"573","Armenia","ARM",2015,"completed","Integrated Living Conditions Survey 2015","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"574","Armenia","ARM",2014,"completed","Integrated Living Conditions Survey 2014","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"575","Armenia","ARM",2013,"completed","Integrated Living Conditions Survey 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"576","Australia","AUS",2016,"completed","Good Growth Plan, 2014-2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"577","Bangladesh","BGD",2019,"completed","Multi Sector Needs Assessment: Cox’s Bazar, Rohingya Refugee Response – June 2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"578","Bangladesh","BGD",2016,"completed","Poverty and Groundwater Salinity Survey, 2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"579","Bangladesh","BGD",2016,"completed","Smallholder Household Survey - CGAP, 2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"580","Bangladesh","BGD",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"581","Belgium","BEL",2017,"completed","Good Growth Plan, 2014-2017","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"582","Brazil","BRA",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"583","Cambodia","KHM",2021,"completed","Cambodia Agriculture Survey 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"584","Cambodia","KHM",2019,"completed","Cambodia Inter-Censal Agriculture Survey 2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"585","Cambodia","KHM",2014,"completed","Cambodia Socio-Economic Survey 2014","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"586","Cambodia","KHM",2013,"completed","Cambodia Socio-Economic Survey 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"587","Cameroon","CMR",2013,"completed","General Livestock and Aquaculture Census, 2013","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"588","Chad","TCD",2021,"completed","High Frequency Phone Survey 2020-2021","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"589","China","CHN",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"590","Colombia","COL",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"591","Costa Rica","CRI",2016,"completed","Good Growth Plan, 2014-2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"592","Côte d'Ivoire","CIV",2022,"completed","Good Growth Plan, 2022","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"593","Côte d'Ivoire","CIV",2019,"completed","Harmonized Survey on Households Living Standards 2018-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"594","Côte d'Ivoire","CIV",2016,"completed","Smallholder Household Survey - CGAP, 2016","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"595","Côte d'Ivoire","CIV",2019,"completed","Good Growth Plan, 2014-2019","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"596","Djibouti","DJI",2021,"completed","COVID-19 National Panel Phone Survey 2021, Wave 4","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"597","Djibouti","DJI",2020,"completed","COVID-19 National Panel Phone Survey - Wave 1, 2020","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
"598","Djibouti","DJI",2020,"completed","COVID-19 National Panel Phone Survey 2020, Wave 2","Agricultural Survey/Census","https://microdata.fao.org/index.php/catalog",NA
